ISIN,BID,ASK,Valid
FR0014009KX6,100.1286,102.4686,invalide
FR0014009OD0,117.6,118.6,valide
FR0014009OD0,149.352,150.622,invalide
FR0014009OH1,88.25,90.25,valide
FR0014009OH1,96.1925,98.3725,invalide
FR0014009PB1,79.21,80.21,valide
FR0014009PB1,63.368,64.168,invalide
FR0014009S76,96.35,98.35,valide
FR0014009S76,122.3645,124.9045,invalide
FR0014009TB3,100.62,102.62,valide
FR0014009TB3,81.5022,83.1222,invalide
FR0014009TF4,99.04,100.04,valide
FR0014009TF4,112.9056,114.0456,invalide
FR0014009UY3,92.63,94.63,valide
FR0014009UY3,87.9985,89.8985,invalide
FR0014009X04,89.56,90.56,valide
FR0014009X04,89.56,90.56,invalide
FR001400A241,97.62,98.62,valide
FR001400A241,83.9532,84.8132,invalide
FR001400A2O0,94.02,96.02,valide
FR001400A2O0,85.5582,87.3782,invalide
FR001400A3I0,109.28,110.28,valide
FR001400A3I0,116.9296,117.9996,invalide
FR001400A4B3,94.33,95.33,valide
FR001400A4B3,102.8197,103.9097,invalide
FR001400A4E7,125.22,126.22,valide
FR001400A4E7,102.6804,103.5004,invalide
FR001400A9X6,110.22,111.22,valide
FR001400A9X6,111.3222,112.3322,invalide
FR001400AN72,93.91,94.91,valide
FR001400AN72,84.519,85.419,invalide
FR001400AP39,99.41,100.41,valide
FR001400AP39,104.3805,105.4305,invalide
FR001400APG4,89.03,91.03,valide
FR001400APG4,92.5912,94.6712,invalide
FR001400ATX1,85.89,86.89,valide
FR001400ATX1,66.1353,66.9053,invalide
FR001400AUB5,88.9,90.90,valide
FR001400AUB5,88.9,90.9,invalide
FR001400AZY6,93.89,95.89,valide
FR001400AZY6,88.2566,90.1366,invalide
FR001400BAD1,100.05,101.05,valide
FR001400BAD1,100.05,101.05,invalide
FR001400BAY7,96.49,98.49,valide
FR001400BAY7,96.49,98.49,invalide
FR001400BB18,96.81,98.81,valide
FR001400BB18,70.6713,72.1313,invalide
FR001400BBH0,105.7,106.7,valide
FR001400BBH0,137.41,138.71,invalide
FR001400BBX7,97.46,98.46,valide
FR001400BBX7,70.1712,70.8912,invalide
FR001400BTQ3,91.02,93.02,valide
FR001400BTQ3,115.5954,118.1354,invalide
FR001400BZA4,98.35,99.35,valide
FR001400BZA4,100.317,101.337,invalide
FR001400C0C7,103.93,104.93,valide
FR001400C0C7,134.0697,135.3597,invalide
FR001400C114,99.13,100.13,valide
FR001400C114,127.8777,129.1677,invalide
FR001400CBR7,98.96,100.96,valide
FR001400CBR7,73.2304,74.7104,invalide
FR001400CLL9,94.35,95.35,valide
FR001400CLL9,103.785,104.885,invalide
FR001400CNQ4,94.85,96.85,valide
FR001400CNQ4,77.777,79.417,invalide
FR001400CYX7,97.35,98.35,valide
FR001400CYX7,112.926,114.086,invalide
FR001400D0C6,100.19,102.19,valide
FR001400D0C6,83.1577,84.8177,invalide
FR001400D1P6,109.41,111.41,valide
FR001400D1P6,106.1277,108.0677,invalide
FR001400D658,102.63,104.63,valide
FR001400D658,92.367,94.167,invalide
FR001400D8M8,96.52,97.52,valide
FR001400D8M8,79.1464,79.9664,invalide
FR001400DAL0,112.48,112.48,valide
FR001400DAL0,129.352,129.352,invalide
FR001400DAQ9,112.08,113.08,valide
FR001400DAQ9,79.5768,80.2868,invalide
FR001400DBT1,103.19,105.19,valide
FR001400DBT1,90.8072,92.5672,invalide
FR001400DKP0,96.75,98.75,valide
FR001400DKP0,92.88,94.8,invalide
FR001400DV20,103.22,105.22,valide
FR001400DV20,114.5742,116.7942,invalide
FR001400E953,105.12,106.12,valide
FR001400E953,86.1984,87.0184,invalide
FR001400EBU7,100.86,102.86,valide
FR001400EBU7,82.7052,84.3452,invalide
FR001400EMD0,99.81,100.81,valide
FR001400EMD0,115.7796,116.9396,invalide
FR001400EQV3,90.88,92.88,valide
FR001400EQV3,85.4272,87.3072,invalide
FR001400EQW1,96.58,98.58,valide
FR001400EQW1,90.7852,92.6652,invalide
FR001400EWH0,99.19,100.19,valide
FR001400EWH0,122.9956,124.2356,invalide
FR001400FEN3,101.41,103.41,valide
FR001400FEN3,131.833,134.433,invalide
FR001400FH00,99.26,101.26,valide
FR001400FH00,114.149,116.449,invalide
FR001400FH18,105.21,107.21,valide
FR001400FH18,88.3764,90.0564,invalide
FR001400FL46,99.69,101.69,valide
FR001400FL46,76.7613,78.3013,invalide
FR001400FMV9,101.66,102.16,valide
FR001400FMV9,110.8094,111.3544,invalide
FR001400FNO2,95.25,96.25,valide
FR001400FNO2,96.2025,97.2125,invalide
FR001400FOD3,107.32,108.32,valide
FR001400FOD3,112.686,113.736,invalide
FR001400FOK8,98.14,99.14,valide
FR001400FOK8,100.1028,101.1228,invalide
FR001400FQ82,102.88,103.88,valide
FR001400FQ82,76.1312,76.8712,invalide
FR001400FRJ3,110.91,111.91,valide
FR001400FRJ3,103.1463,104.0763,invalide
FR001400FVI7,91.85,93.85,valide
FR001400FVI7,100.1165,102.2965,invalide
FR001400FZR9,62.68,63.68,valide
FR001400FZR9,77.0964,78.3264,invalide
FR001400G0X9,93.08,95.08,valide
FR001400G0X9,67.9484,69.4084,invalide
FR001400G0Y7,99.89,101.89,valide
FR001400G0Y7,89.901,91.701,invalide
FR001400G396,105.11,106.11,valide
FR001400G396,122.9787,124.1487,invalide
FR001400G5Q2,104.54,105.54,valide
FR001400G5Q2,97.2222,98.1522,invalide
FR001400GDQ6,98.72,100.72,valide
FR001400GDQ6,125.3744,127.9144,invalide
FR001400GFZ2,103.23,104.23,valide
FR001400GFZ2,103.23,104.23,invalide
FR001400GH09,105.03,106.03,valide
FR001400GH09,78.7725,79.5225,invalide
FR001400GKQ1,106.09,107.09,valide
FR001400GKQ1,117.7599,118.8699,invalide
FR001400GMJ2,106.74,107.74,valide
FR001400GMJ2,131.2902,132.5202,invalide
FR001400GNM4,98.15,99.15,valide
FR001400GNM4,117.78,118.98,invalide
FR001400GNO0,108.37,109.37,valide
FR001400GNO0,120.2907,121.4007,invalide
FR001400GNV5,98.03,100.03,valide
FR001400GNV5,120.5769,123.0369,invalide
FR001400GNZ6,99.06,100.06,valide
FR001400GNZ6,85.1916,86.0516,invalide
FR001400GP09,99.58,101.58,valide
FR001400GP09,76.6766,78.2166,invalide
FR001400GPC0,103.72,105.72,valide
FR001400GPC0,128.6128,131.0928,invalide
FR001400GQE4,102.26,103.26,valide
FR001400GQE4,112.486,113.586,invalide
FR001400GRW4,109.47,110.47,valide
FR001400GRW4,131.364,132.564,invalide
FR001400GS06,102.25,103.25,valide
FR001400GS06,71.575,72.275,invalide
FR001400GTJ7,104.24,106.24,valide
FR001400GTJ7,107.3672,109.4272,invalide
FR001400H493,102.03,103.03,valide
FR001400H493,85.7052,86.5452,invalide
FR001400H4X0,116.16,117.16,valide
FR001400H4X0,110.352,111.302,invalide
FR001400HAA4,91.4,93.4,valide
FR001400HAA4,68.55,70.05,invalide
FR001400HAB2,103.58,104.58,valide
FR001400HAB2,105.6516,106.6716,invalide
FR001400HBY2,108.57,110.57,valide
FR001400HBY2,108.57,110.57,invalide
FR001400HD77,98.56,100.56,valide
FR001400HD77,127.1424,129.7224,invalide
FR001400HGI4,91.93,92.93,valide
FR001400HGI4,67.1089,67.8389,invalide
FR001400HIL4,102.24,103.24,valide
FR001400HIL4,113.4864,114.5964,invalide
FR001400HOQ1,100.18,101.18,valide
FR001400HOQ1,124.2232,125.4632,invalide
FR001400HZ30,103.2,104.2,valide
FR001400HZ30,108.36,109.41,invalide
FR001400HZZ8,94.65,95.65,valide
FR001400HZZ8,123.045,124.345,invalide
FR001400I7A0,104.7,106.70,valide
FR001400I7A0,125.64,128.04,invalide
FR001400I7E2,95.03,96.03,valide
FR001400I7E2,98.8312,99.8712,invalide
FR001400IDX8,103.37,104.37,valide
FR001400IDX8,134.381,135.681,invalide
FR001400IG81,100.07,101.07,valide
FR001400IG81,84.0588,84.8988,invalide
FR001400IGH4,109.71,110.71,valide
FR001400IGH4,108.6129,109.6029,invalide
FR001400IK36,100.46,102.46,valide
FR001400IK36,103.4738,105.5338,invalide
FR001400IKG8,102.2,104.2,valide
FR001400IKG8,118.552,120.872,invalide
FR001400IMW1,104.03,106.03,valide
FR001400IMW1,101.9494,103.9094,invalide
FR001400INM0,101.35,102.35,valide
FR001400INM0,112.4985,113.6085,invalide
FR001400IQA8,101.36,102.36,valide
FR001400IQA8,113.5232,114.6432,invalide
FR001400IQP6,99.48,100.48,valide
FR001400IQP6,119.376,120.576,invalide
FR001400IQX0,102.16,103.16,valide
FR001400IQX0,117.484,118.634,invalide
FR001400IXL1,89.49,90.49,valide
FR001400IXL1,70.6971,71.4871,invalide
FR001400IXQ0,97.03,99.03,valide
FR001400IXQ0,76.6537,78.2337,invalide
FR001400IYP0,142.43,142.53,valide
FR001400IYP0,158.0973,158.2083,invalide
FR001400IZ39,103.22,105.22,valide
FR001400IZ39,118.703,121.003,invalide
FR001400IZ47,97.1,98.1,valide
FR001400IZ47,97.1,98.1,invalide
FR001400J0L1,102.75,104.75,valide
FR001400J0L1,119.19,121.51,invalide
FR001400J1H7,1005.61,1006.61,valide
FR001400J1H7,945.2734,946.2134,invalide
FR001400J2T0,103.37,104.37,valide
FR001400J2T0,89.9319,90.8019,invalide
FR001400J2U8,102.18,103.18,valide
FR001400J2U8,103.2018,104.2118,invalide
FR001400J3V4,96.11,97.11,valide
FR001400J3V4,102.8377,103.9077,invalide
FR001400J4H1,105.02,106.02,valide
FR001400J4H1,110.271,111.321,invalide
FR001400J4U4,105,107.00,valide
FR001400J4U4,76.65,78.11,invalide
FR001400J5A3,95.8,96.8,valide
FR001400J5A3,73.766,74.536,invalide
FR001400J6C7,98.33,99.33,valide
FR001400J6C7,89.4803,90.3903,invalide
FR001400J6D5,98.09,99.09,valide
FR001400J6D5,127.517,128.817,invalide
FR001400J6M6,90.98,92.98,valide
FR001400J6M6,95.529,97.629,invalide
FR001400J7L6,100.17,101.17,valide
FR001400J7L6,89.1513,90.0413,invalide
FR001400J7Q5,101.87,102.87,valide
FR001400J7Q5,118.1692,119.3292,invalide
FR001400J7Z6,106.68,107.68,valide
FR001400J7Z6,135.4836,136.7536,invalide
FR001400JB93,102.33,103.33,valide
FR001400JB93,112.563,113.663,invalide
FR001400JCM1,100.18,101.18,valide
FR001400JCM1,100.18,101.18,invalide
FR001400JDI7,99.42,100.42,valide
FR001400JDI7,120.2982,121.5082,invalide
FR001400JDJ5,102.84,104.84,valide
FR001400JDJ5,86.3856,88.0656,invalide
FR001400JEZ9,102.82,103.82,valide
FR001400JEZ9,127.4968,128.7368,invalide
FR001400JII6,96.21,97.21,valide
FR001400JII6,95.2479,96.2379,invalide
FR001400JLS9,99.9,100.90,valide
FR001400JLS9,98.901,99.891,invalide
FR001400JOL8,100.79,101.79,valide
FR001400JOL8,130.0191,131.3091,invalide
FR001400JZ53,97.03,98.03,valide
FR001400JZ53,106.733,107.833,invalide
FR001400K521,102.19,102.19,valide
FR001400K521,107.2995,107.2995,invalide
FR001400K5Y0,99.9,101.90,valide
FR001400K5Y0,123.876,126.356,invalide
FR001400K695,100.53,101.53,valide
FR001400K695,79.4187,80.2087,invalide
FR001400K877,94.19,95.19,valide
FR001400K877,111.1442,112.3242,invalide
FR001400KFW1,102.68,104.68,valide
FR001400KFW1,129.3768,131.8968,invalide
FR001400KI10,103.67,104.67,valide
FR001400KI10,88.1195,88.9695,invalide
FR001400KK99,104.31,105.31,valide
FR001400KK99,132.4737,133.7437,invalide
FR001400KKI0,99.05,100.05,valide
FR001400KKI0,77.259,78.039,invalide
FR001400KN70,104.7,105.7,valide
FR001400KN70,132.969,134.239,invalide
FR001400KOL6,101.61,102.61,valide
FR001400KOL6,82.3041,83.1141,invalide
FR001400KOQ5,107.42,108.42,valide
FR001400KOQ5,104.1974,105.1674,invalide
FR001400KPJ7,94.83,95.83,valide
FR001400KPJ7,113.796,114.996,invalide
FR001400KUJ7,93.58,95.58,valide
FR001400KUJ7,95.4516,97.4916,invalide
FR001400KWV8,98.71,99.71,valide
FR001400KWV8,103.6455,104.6955,invalide
FR001400KXX2,68.92,69.92,valide
FR001400KXX2,86.8392,88.0992,invalide
FR001400KYJ9,105.3,106.3,valide
FR001400KYJ9,89.505,90.355,invalide
FR001400KZB3,71.47,72.47,valide
FR001400KZB3,88.6228,89.8628,invalide
FR001400L2D0,96.72,97.72,valide
FR001400L2D0,120.9,122.15,invalide
FR001400LBM9,89.56,90.56,valide
FR001400LBM9,68.9612,69.7312,invalide
FR001400LCX4,103.21,104.21,valide
FR001400LCX4,119.7236,120.8836,invalide
FR001400LD71,98.82,99.82,valide
FR001400LD71,78.0678,78.8578,invalide
FR001400LHM6,94.98,95.98,valide
FR001400LHM6,108.2772,109.4172,invalide
FR001400LJ34,98.79,100.79,valide
FR001400LJ34,121.5117,123.9717,invalide
FR001400LJO8,106.14,107.14,valide
FR001400LJO8,112.5084,113.5684,invalide
FR001400LJP5,105.45,106.45,valide
FR001400LJP5,129.7035,130.9335,invalide
FR001400LJY7,99.06,100.06,valide
FR001400LJY7,71.3232,72.0432,invalide
FR001400LKO6,98.89,99.89,valide
FR001400LKO6,104.8234,105.8834,invalide
FR001400LNI2,103.77,104.77,valide
FR001400LNI2,95.4684,96.3884,invalide
FR001400LNL6,96.63,97.63,valide
FR001400LNL6,106.293,107.393,invalide
FR001400LOB5,99.37,99.37,valide
FR001400LOB5,111.2944,111.2944,invalide
FR001400LOF6,105.42,106.42,valide
FR001400LOF6,79.065,79.815,invalide
FR001400LPU2,104.61,105.61,valide
FR001400LPU2,116.1171,117.2271,invalide
FR001400LQ92,108.6,109.6,valide
FR001400LQ92,134.664,135.904,invalide
FR001400LQB0,106.5,107.5,valide
FR001400LQB0,116.085,117.175,invalide
FR001400LQE4,101.81,102.81,valide
FR001400LQE4,102.8281,103.8381,invalide
FR001400LT24,106.98,107.98,valide
FR001400LT24,99.4914,100.4214,invalide
FR001400LWS2,102.17,103.17,valide
FR001400LWS2,72.5407,73.2507,invalide
FR001400MC48,111.63,112.63,valide
FR001400MC48,123.9093,125.0193,invalide
FR001400MED0,98.76,99.76,valide
FR001400MED0,122.4624,123.7024,invalide
FR001400MEN9,95.03,96.03,valide
FR001400MEN9,82.6761,83.5461,invalide
FR001400MGF0,99.43,100.43,valide
FR001400MGF0,73.5782,74.3182,invalide
FR001400MHK8,101.02,102.02,valide
FR001400MHK8,106.071,107.121,invalide
FR001400MKT3,102.24,103.24,valide
FR001400MKT3,95.0832,96.0132,invalide
FR001400MOV1,100.76,102.76,valide
FR001400MOV1,83.6308,85.2908,invalide
FR001400MP76,101.98,102.98,valide
FR001400MP76,107.079,108.129,invalide
FR001400MQG7,77.08,78.08,valide
FR001400MQG7,92.496,93.696,invalide
FR001400N1H1,97.73,98.73,valide
FR001400N1H1,122.1625,123.4125,invalide
FR001400N1K5,96.96,97.96,valide
FR001400N1K5,106.656,107.756,invalide
FR001400N4C6,115.56,116.56,valide
FR001400N4C6,91.2924,92.0824,invalide
FR001400N525,100.1,101.1,valide
FR001400N525,127.127,128.397,invalide
FR001400N5N0,96.82,97.82,valide
FR001400N5N0,116.184,117.384,invalide
FR001400N5P5,96.17,97.17,valide
FR001400N5P5,114.4423,115.6323,invalide
FR001400NBH5,92.49,93.49,valide
FR001400NBH5,117.4623,118.7323,invalide
FR001400NBI3,83.41,84.41,valide
FR001400NBI3,97.5897,98.7597,invalide
FR001400NBJ1,81.52,82.52,valide
FR001400NBJ1,84.7808,85.8208,invalide
FR001400NC62,98,99,valide
FR001400NC62,90.16,91.08,invalide
FR001400NCY8,97.09,98.09,valide
FR001400NCY8,84.4683,85.3383,invalide
FR001400NDI9,97.91,98.91,valide
FR001400NDI9,85.1817,86.0517,invalide
FR001400NFV7,100.72,101.72,valide
FR001400NFV7,77.5544,78.3244,invalide
FR001400NGC5,99.5,100.5,valide
FR001400NGC5,109.45,110.55,invalide
FR001400NH18,99.38,100.38,valide
FR001400NH18,111.3056,112.4256,invalide
FR001400NH59,96.88,97.88,valide
FR001400NH59,122.0688,123.3288,invalide
FR001400NH83,96.45,97.45,valide
FR001400NH83,70.4085,71.1385,invalide
FR001400NHM2,98.25,99.25,valide
FR001400NHM2,127.725,129.025,invalide
FR001400NL38,102.05,103.05,valide
FR001400NL38,79.599,80.379,invalide
FR001400NL46,97.35,98.35,valide
FR001400NL46,101.244,102.284,invalide
FR001400NMN0,99.5,100.5,valide
FR001400NMN0,118.405,119.595,invalide
FR001400NNW9,100.15,101.15,valide
FR001400NNW9,85.1275,85.9775,invalide
FR001400NP83,97.58,99.58,valide
FR001400NP83,70.2576,71.6976,invalide
FR001400NRS8,94.62,95.62,valide
FR001400NRS8,122.0598,123.3498,invalide
FR001400NUX2,87.5,88.5,valide
FR001400NUX2,102.375,103.545,invalide
FR001400NZK8,101.42,102.42,valide
FR001400NZK8,101.42,102.42,invalide
FR001400O7E4,84.07,85.07,valide
FR001400O7E4,64.7339,65.5039,invalide
FR001400OBS0,98.12,99.12,valide
FR001400OBS0,89.2892,90.1992,invalide
FR001400OGH2,98.85,99.85,valide
FR001400OGH2,70.1835,70.8935,invalide
FR001400OLW1,101.56,102.56,valide
FR001400OLW1,118.8252,119.9952,invalide
FR1459AB0019,108.75,109.75,valide
FR1459AB0019,129.4125,130.6025,invalide
FR1459AB0035,105.08,106.08,valide
FR1459AB0035,132.4008,133.6608,invalide
FR1459AB0175,112.44,113.44,valide
FR1459AB0175,113.5644,114.5744,invalide
FR1459AB0183,114.97,115.97,valide
FR1459AB0183,111.5209,112.4909,invalide
FR1459AB0514,101.13,101.13,valide
FR1459AB0514,92.0283,92.0283,invalide
FR1459AB0548,99.15,100.15,valide
FR1459AB0548,106.0905,107.1605,invalide
FR1459AB1058,102.51,103.51,valide
FR1459AB1058,77.9076,78.6676,invalide
FR1459AB1181,104.47,105.47,valide
FR1459AB1181,128.4981,129.7281,invalide
FR1459AB1611,98.84,99.84,valide
FR1459AB1611,95.8748,96.8448,invalide
FR1459AB1959,101.15,102.15,valide
FR1459AB1959,71.8165,72.5265,invalide
FR1459AB2304,97.09,98.09,valide
FR1459AB2304,119.4207,120.6507,invalide
FR1CIBFS0152,89.59,90.59,valide
FR1CIBFS0152,84.2146,85.1546,invalide
FR1CIBFS0251,93.02,94.02,valide
FR1CIBFS0251,111.624,112.824,invalide
FR1CIBFS0533,99.18,100.18,valide
FR1CIBFS0533,120.0078,121.2178,invalide
FR1CIBFS0673,101.06,103.06,valide
FR1CIBFS0673,117.2296,119.5496,invalide
FR1CIBFS1119,97.43,98.43,valide
FR1CIBFS1119,68.201,68.901,invalide
FR1CIBFS3370,96.26,97.26,valide
FR1CIBFS3370,68.3446,69.0546,invalide
FR1CIBFS3578,98.04,100.04,valide
FR1CIBFS3578,90.1968,92.0368,invalide
FR1CIBFS3834,71.06,72.06,valide
FR1CIBFS3834,79.5872,80.7072,invalide
FR1CIBFS4493,99.03,100.03,valide
FR1CIBFS4493,89.127,90.027,invalide
FR1CIBFS4519,97.51,98.51,valide
FR1CIBFS4519,75.0827,75.8527,invalide
FR1CIBFS4972,89.2,91.2,valide
FR1CIBFS4972,75.82,77.52,invalide
FR1CIBFS4980,89.43,91.43,valide
FR1CIBFS4980,116.259,118.859,invalide
FR1CIBFS5136,98.16,100.16,valide
FR1CIBFS5136,73.62,75.12,invalide
FR1CIBFS5789,99.24,101.24,valide
FR1CIBFS5789,115.1184,117.4384,invalide
FR1CIBFS5797,99.35,101.35,valide
FR1CIBFS5797,109.285,111.485,invalide
FR1CIBFS6886,104.5,105.5,valide
FR1CIBFS6886,90.915,91.785,invalide
FR1CIBFS6910,99.55,101.55,valide
FR1CIBFS6910,123.442,125.922,invalide
FR1CIBFS7595,98.91,100.91,valide
FR1CIBFS7595,96.9318,98.8918,invalide
FR1CIBFS7645,105.4,106.4,valide
FR1CIBFS7645,122.264,123.424,invalide
FR1CIBFS8619,101.97,102.97,valide
FR1CIBFS8619,110.1276,111.2076,invalide
FR1CIBFS8973,104.43,105.43,valide
FR1CIBFS8973,108.6072,109.6472,invalide
FR1CIBFS9112,107.4,109.4,valide
FR1CIBFS9112,83.772,85.332,invalide
FR1CIBFS9138,101.33,102.33,valide
FR1CIBFS9138,83.0906,83.9106,invalide
FR1CIBFS9500,100.37,101.37,valide
FR1CIBFS9500,81.2997,82.1097,invalide
FR1CIBFS9567,102.43,103.43,valide
FR1CIBFS9567,128.0375,129.2875,invalide
FR1CIBFS9617,102.37,103.37,valide
FR1CIBFS9617,74.7301,75.4601,invalide
FR1CIBFS9633,102.84,103.84,valide
FR1CIBFS9633,105.9252,106.9552,invalide
FR1CIBFS9716,102.6,103.6,valide
FR1CIBFS9716,129.276,130.536,invalide
FR1CIBFS9898,105.64,107.64,valide
FR1CIBFS9898,132.05,134.55,invalide
FR1CIBFS9906,102.05,103.05,valide
FR1CIBFS9906,105.1115,106.1415,invalide
FR1CIBFS9914,101.53,102.53,valide
FR1CIBFS9914,94.4229,95.3529,invalide
FR1CIBLU0028,94.16,95.16,valide
FR1CIBLU0028,68.7368,69.4668,invalide
FR2CIBFS0359,102.21,103.21,valide
FR2CIBFS0359,102.21,103.21,invalide
FR2CIBFS0367,99.76,100.76,valide
FR2CIBFS0367,99.76,100.76,invalide
FR2CIBFS0417,99.19,100.19,valide
FR2CIBFS0417,106.1333,107.2033,invalide
FR2CIBFS1225,100.54,102.54,valide
FR2CIBFS1225,100.54,102.54,invalide
FR2CIBFS1233,100.42,101.42,valide
FR2CIBFS1233,116.4872,117.6472,invalide
FR2CIBFS1332,104.63,106.63,valide
FR2CIBFS1332,134.9727,137.5527,invalide
FR2CIBFS2041,100.67,101.67,valide
FR2CIBFS2041,106.7102,107.7702,invalide
FR2CIBFS2413,99.41,101.41,valide
FR2CIBFS2413,121.2802,123.7202,invalide
FR2CIBFS2421,104.08,106.08,valide
FR2CIBFS2421,86.3864,88.0464,invalide
FR2CIBFS2496,105.22,106.22,valide
FR2CIBFS2496,76.8106,77.5406,invalide
FR2CIBFS2579,101.89,102.89,valide
FR2CIBFS2579,78.4553,79.2253,invalide
FR2CIBFS2603,100.51,101.51,valide
FR2CIBFS2603,120.612,121.812,invalide
FR2CIBFS2611,100.15,101.15,valide
FR2CIBFS2611,119.1785,120.3685,invalide
FR2CIBFS3429,96.23,97.23,valide
FR2CIBFS3429,110.6645,111.8145,invalide
FR2CIBFS3437,101.62,103.62,valide
FR2CIBFS3437,109.7496,111.9096,invalide
FR2CIBFS3569,98.64,99.64,valide
FR2CIBFS3569,100.6128,101.6328,invalide
FR2CIBFS3593,99.36,100.36,valide
FR2CIBFS3593,79.488,80.288,invalide
FR2CIBFS3601,102.48,103.48,valide
FR2CIBFS3601,103.5048,104.5148,invalide
FR2CIBFS3817,103.99,104.99,valide
FR2CIBFS3817,121.6683,122.8383,invalide
FR2CIBFS4443,98.42,99.42,valide
FR2CIBFS4443,120.0724,121.2924,invalide
FR2CIBFS4948,94.49,95.49,valide
FR2CIBFS4948,103.939,105.039,invalide
FR2CIBFS5150,105.03,106.03,valide
FR2CIBFS5150,135.4887,136.7787,invalide
FR2CIBFS5630,98.88,99.88,valide
FR2CIBFS5630,97.8912,98.8812,invalide
FR2CIBFS5689,93.09,94.09,valide
FR2CIBFS5689,110.7771,111.9671,invalide
FR2CIBFS5770,98.95,100.95,valide
FR2CIBFS5770,95.9815,97.9215,invalide
FR2CIBFS5788,93.96,94.96,valide
FR2CIBFS5788,84.564,85.464,invalide
FR2CIBFS5796,94.77,95.77,valide
FR2CIBFS5796,94.77,95.77,invalide
FR2CIBFS5804,94.91,96.91,valide
FR2CIBFS5804,108.1974,110.4774,invalide
FR2CIBFS6026,98.15,99.15,valide
FR2CIBFS6026,87.3535,88.2435,invalide
FR2CIBFS6208,98.33,99.33,valide
FR2CIBFS6208,70.7976,71.5176,invalide
FR2CIBFS6216,97.83,98.83,valide
FR2CIBFS6216,90.0036,90.9236,invalide
FR2CIBFS6521,93.67,95.67,valide
FR2CIBFS6521,115.2141,117.6741,invalide
FR2CIBFS6539,96.76,97.76,valide
FR2CIBFS6539,72.57,73.32,invalide
FR2CIBFS6554,99.08,101.08,valide
FR2CIBFS6554,124.8408,127.3608,invalide
FR2CIBFS6570,96.43,98.43,valide
FR2CIBFS6570,82.9298,84.6498,invalide
FR2CIBFS6588,101.99,102.99,valide
FR2CIBFS6588,86.6915,87.5415,invalide
FR2CIBFS6943,100.83,101.83,valide
FR2CIBFS6943,130.0707,131.3607,invalide
FR2CIBFS6984,106.76,107.76,valide
FR2CIBFS6984,74.732,75.432,invalide
FR2CIBFS7008,98.82,99.82,valide
FR2CIBFS7008,124.5132,125.7732,invalide
FR2CIBFS7040,96.55,98.55,valide
FR2CIBFS7040,82.0675,83.7675,invalide
FR2CIBFS7388,98.61,99.61,valide
FR2CIBFS7388,69.027,69.727,invalide
FR5272AB0007,104.09,105.09,valide
FR5272AB0007,125.9489,127.1589,invalide
FR5272AB0411,101.15,102.15,valide
FR5272AB0411,82.943,83.763,invalide
FR9348FS9071,87.75,88.75,valide
FR9348FS9071,83.3625,84.3125,invalide
FR9348FS9949,103.26,104.26,valide
FR9348FS9949,90.8688,91.7488,invalide
FR9349FS1069,93.91,94.91,valide
FR9349FS1069,107.9965,109.1465,invalide
FR9349FS1598,93.04,94.04,valide
FR9349FS1598,104.2048,105.3248,invalide
FRIP000000Y9,106.9,107.9,valide
FRIP000000Y9,100.486,101.426,invalide
FRIP000001F6,101.87,102.87,valide
FRIP000001F6,116.1318,117.2718,invalide
FRIP000006C2,99.7,100.7,valide
FRIP000006C2,94.715,95.665,invalide
FRIP000007V0,97.31,98.31,valide
FRIP000007V0,99.2562,100.2762,invalide
FRIP00000B64,97.25,98.25,valide
FRIP00000B64,125.4525,126.7425,invalide
FRSG00010N09,96,98,valide
FRSG00010N09,72,73.5,invalide
FRSG00011KA6,75.26,76.26,valide
FRSG00011KA6,77.5178,78.5478,invalide
FRSG000125C8,70.58,71.58,valide
FRSG000125C8,54.3466,55.1166,invalide
FRSG000129B2,86.33,87.33,valide
FRSG000129B2,88.9199,89.9499,invalide
FRSG00012GS4,36.83,37.83,valide
FRSG00012GS4,40.8813,41.9913,invalide
FRSG00012GT2,73.81,74.81,valide
FRSG00012GT2,59.048,59.848,invalide
FRSG00012RA9,100.98,101.98,valide
FRSG00012RA9,88.8624,89.7424,invalide
FRSG00012RN2,100.62,101.62,valide
FRSG00012RN2,85.527,86.377,invalide
FRSG00012Z29,86.1,87.1,valide
FRSG00012Z29,97.293,98.423,invalide
FRSG00013070,93.02,94.02,valide
FRSG00013070,111.624,112.824,invalide
FRSG000132T8,105.1,106.1,valide
FRSG000132T8,116.661,117.771,invalide
FRSG000132U6,102.13,103.13,valide
FRSG000132U6,103.1513,104.1613,invalide
FRSG000135C7,23.71,24.71,valide
FRSG000135C7,25.3697,26.4397,invalide
FRSG00013732,97.51,98.51,valide
FRSG00013732,107.261,108.361,invalide
FRSG00013B91,105.62,106.62,valide
FRSG00013B91,97.1704,98.0904,invalide
FRSG00013BI4,116.71,117.71,valide
FRSG00013BI4,145.8875,147.1375,invalide
FRSG00013CB7,114.27,115.27,valide
FRSG00013CB7,107.4138,108.3538,invalide
FRSG00013EC1,104.73,105.73,valide
FRSG00013EC1,79.5948,80.3548,invalide
FRSG00013FV8,64.15,65.15,valide
FRSG00013FV8,53.886,54.726,invalide
FRSG00013GN3,54.66,55.66,valide
FRSG00013GN3,41.5416,42.3016,invalide
FRSG00013JU2,94.25,95.25,valide
FRSG00013JU2,76.3425,77.1525,invalide
FRSG00013KR6,74.57,75.57,valide
FRSG00013KR6,52.9447,53.6547,invalide
FRSG00013L08,105.31,106.31,valide
