ISIN,BID,ASK,Valid
FR001400CYX7,73.3125,74.0625,invalide
FR001400CYX7,123.165,124.425,invalide
FR001400CYX7,99.705,100.725,invalide
FR001400CYX7,81.1325,81.9625,invalide
FR001400CYX7,85.0425,85.9125,invalide
FR001400CYX7,109.48,110.6,invalide
FR001400D0C6,100.19,102.19,valide
FR001400D0C6,83.1577,84.8177,invalide
FR001400D0C6,77.1463,78.6863,invalide
FR001400D0C6,108.2052,110.3652,invalide
FR001400D0C6,101.1919,103.2119,invalide
FR001400D0C6,75.1425,76.6425,invalide
FR001400D0C6,115.2185,117.5185,invalide
FR001400D1P6,109.41,111.41,valide
FR001400D1P6,106.1277,108.0677,invalide
FR001400D1P6,99.5631,101.3831,invalide
FR001400D1P6,125.8215,128.1215,invalide
FR001400D1P6,78.7752,80.2152,invalide
FR001400D1P6,115.9746,118.0946,invalide
FR001400D1P6,78.7752,80.2152,invalide
FR001400D658,102.63,104.63,valide
FR001400D658,92.367,94.167,invalide
FR001400D658,91.3407,93.1207,invalide
FR001400D658,118.0245,120.3245,invalide
FR001400D658,125.2086,127.6486,invalide
FR001400D658,100.5774,102.5374,invalide
FR001400D658,94.4196,96.2596,invalide
FR001400D8M8,96.52,97.52,valide
FR001400D8M8,79.1464,79.9664,invalide
FR001400D8M8,90.7288,91.6688,invalide
FR001400D8M8,76.2508,77.0408,invalide
FR001400D8M8,83.0072,83.8672,invalide
FR001400D8M8,116.7892,117.9992,invalide
FR001400D8M8,101.346,102.396,invalide
FR001400DAL0,112.48,112.48,valide
FR001400DAL0,112.49,112.49,valide
FR001400DAL0,129.352,129.352,invalide
FR001400DAL0,107.9808,107.9808,invalide
FR001400DAL0,112.48,112.48,invalide
FR001400DAL0,109.1056,109.1056,invalide
FR001400DAL0,89.984,89.984,invalide
FR001400DAL0,105.7312,105.7312,invalide
FR001400DAL0,131.6133,131.6133,invalide
FR001400DAL0,125.9888,125.9888,invalide
FR001400DAL0,80.9928,80.9928,invalide
FR001400DAL0,109.1153,109.1153,invalide
FR001400DAL0,84.3675,84.3675,invalide
FR001400DAL0,139.4876,139.4876,invalide
FR001400DAQ9,112.08,113.08,valide
FR001400DAQ9,112.15,113.15,valide
FR001400DAQ9,112.14,113.14,valide
FR001400DAQ9,79.5768,80.2868,invalide
FR001400DAQ9,130.0128,131.1728,invalide
FR001400DAQ9,143.4624,144.7424,invalide
FR001400DAQ9,96.3888,97.2488,invalide
FR001400DAQ9,99.7512,100.6412,invalide
FR001400DAQ9,110.9592,111.9492,invalide
FR001400DAQ9,116.636,117.676,invalide
FR001400DAQ9,108.7855,109.7555,invalide
FR001400DAQ9,140.1875,141.4375,invalide
FR001400DAQ9,136.823,138.043,invalide
FR001400DAQ9,111.0285,112.0185,invalide
FR001400DAQ9,89.72,90.52,invalide
FR001400DAQ9,116.6256,117.6656,invalide
FR001400DAQ9,103.1688,104.0888,invalide
FR001400DAQ9,97.5618,98.4318,invalide
FR001400DAQ9,145.782,147.082,invalide
FR001400DAQ9,122.2326,123.3226,invalide
FR001400DAQ9,85.2264,85.9864,invalide
FR001400DBT1,103.19,105.19,valide
FR001400DBT1,90.8072,92.5672,invalide
FR001400DBT1,85.6477,87.3077,invalide
FR001400DBT1,133.1151,135.6951,invalide
FR001400DBT1,89.7753,91.5153,invalide
FR001400DBT1,126.9237,129.3837,invalide
FR001400DBT1,93.9029,95.7229,invalide
FR001400DKP0,96.75,98.75,valide
FR001400DKP0,92.88,94.8,invalide
FR001400DKP0,108.36,110.6,invalide
FR001400DKP0,78.3675,79.9875,invalide
FR001400DKP0,90.945,92.825,invalide
FR001400DKP0,105.4575,107.6375,invalide
FR001400DKP0,104.49,106.65,invalide
FR001400DV20,103.22,105.22,valide
FR001400DV20,114.5742,116.7942,invalide
FR001400DV20,97.0268,98.9068,invalide
FR001400DV20,122.8318,125.2118,invalide
FR001400DV20,106.3166,108.3766,invalide
FR001400DV20,98.059,99.959,invalide
FR001400DV20,119.7352,122.0552,invalide
FR001400E953,105.12,106.12,valide
FR001400E953,105.16,106.16,valide
FR001400E953,86.1984,87.0184,invalide
FR001400E953,81.9936,82.7736,invalide
FR001400E953,90.4032,91.2632,invalide
FR001400E953,132.4512,133.7112,invalide
FR001400E953,99.864,100.814,invalide
FR001400E953,91.4544,92.3244,invalide
FR001400E953,88.3344,89.1744,invalide
FR001400E953,102.0052,102.9752,invalide
FR001400E953,79.9216,80.6816,invalide
FR001400E953,126.192,127.392,invalide
FR001400E953,91.4892,92.3592,invalide
FR001400E953,106.2116,107.2216,invalide
FR001400EBU7,100.86,102.86,valide
FR001400EBU7,82.7052,84.3452,invalide
FR001400EBU7,111.9546,114.1746,invalide
FR001400EBU7,104.8944,106.9744,invalide
FR001400EBU7,79.6794,81.2594,invalide
FR001400EBU7,112.9632,115.2032,invalide
FR001400EBU7,115.989,118.289,invalide
FR001400EMD0,99.81,100.81,valide
FR001400EMD0,98.39,99.39,valide
FR001400EMD0,115.7796,116.9396,invalide
FR001400EMD0,86.8347,87.7047,invalide
FR001400EMD0,96.8157,97.7857,invalide
FR001400EMD0,90.8271,91.7371,invalide
FR001400EMD0,108.7929,109.8829,invalide
FR001400EMD0,87.8328,88.7128,invalide
FR001400EMD0,91.5027,92.4327,invalide
FR001400EMD0,117.0841,118.2741,invalide
FR001400EMD0,80.6798,81.4998,invalide
FR001400EMD0,117.0841,118.2741,invalide
FR001400EMD0,77.7281,78.5181,invalide
FR001400EMD0,127.907,129.207,invalide
FR001400EQV3,90.88,92.88,valide
FR001400EQV3,85.4272,87.3072,invalide
FR001400EQV3,82.7008,84.5208,invalide
FR001400EQV3,100.8768,103.0968,invalide
FR001400EQV3,101.7856,104.0256,invalide
FR001400EQV3,63.616,65.016,invalide
FR001400EQV3,68.16,69.66,invalide
FR001400EQW1,96.58,98.58,valide
FR001400EQW1,96.55,98.55,valide
FR001400EQW1,90.7852,92.6652,invalide
FR001400EQW1,79.1956,80.8356,invalide
FR001400EQW1,96.58,98.58,invalide
FR001400EQW1,113.9644,116.3244,invalide
FR001400EQW1,100.4432,102.5232,invalide
FR001400EQW1,94.6484,96.6084,invalide
FR001400EQW1,69.516,70.956,invalide
FR001400EQW1,105.2395,107.4195,invalide
FR001400EQW1,111.0325,113.3325,invalide
FR001400EQW1,89.7915,91.6515,invalide
FR001400EQW1,125.515,128.115,invalide
FR001400EQW1,107.1705,109.3905,invalide
FR001400EWH0,99.19,100.19,valide
FR001400EWH0,99.55,100.55,valide
FR001400EWH0,122.9956,124.2356,invalide
FR001400EWH0,89.271,90.171,invalide
FR001400EWH0,115.0604,116.2204,invalide
FR001400EWH0,105.1414,106.2014,invalide
FR001400EWH0,100.1819,101.1919,invalide
FR001400EWH0,89.271,90.171,invalide
FR001400EWH0,124.4375,125.6875,invalide
FR001400EWH0,80.6355,81.4455,invalide
FR001400EWH0,70.6805,71.3905,invalide
FR001400EWH0,107.514,108.594,invalide
FR001400EWH0,102.5365,103.5665,invalide
FR001400EWH0,126.4285,127.6985,invalide
FR001400FEN3,101.41,103.41,valide
FR001400FEN3,101.91,103.91,valide
FR001400FEN3,131.833,134.433,invalide
FR001400FEN3,82.1421,83.7621,invalide
FR001400FEN3,106.4805,108.5805,invalide
FR001400FEN3,103.4382,105.4782,invalide
FR001400FEN3,93.2972,95.1372,invalide
FR001400FEN3,85.1844,86.8644,invalide
FR001400FEN3,112.101,114.301,invalide
FR001400FEN3,86.6235,88.3235,invalide
FR001400FEN3,131.4639,134.0439,invalide
FR001400FEN3,109.0437,111.1837,invalide
FR001400FEN3,87.6426,89.3626,invalide
FR001400FEN3,93.7572,95.5972,invalide
FR001400FH00,99.26,101.26,valide
FR001400FH00,99.75,101.75,valide
FR001400FH00,114.149,116.449,invalide
FR001400FH00,98.2674,100.2474,invalide
FR001400FH00,88.3414,90.1214,invalide
FR001400FH00,89.334,91.134,invalide
FR001400FH00,117.1268,119.4868,invalide
FR001400FH00,110.1786,112.3986,invalide
FR001400FH00,123.69,126.17,invalide
FR001400FH00,124.6875,127.1875,invalide
FR001400FH00,77.805,79.365,invalide
FR001400FH00,128.6775,131.2575,invalide
FR001400FH00,118.7025,121.0825,invalide
FR001400FH00,72.8175,74.2775,invalide
FR001400FH18,105.21,107.21,valide
FR001400FH18,105.56,107.56,valide
FR001400FH18,88.3764,90.0564,invalide
FR001400FH18,114.6789,116.8589,invalide
FR001400FH18,101.0016,102.9216,invalide
FR001400FH18,87.3243,88.9843,invalide
FR001400FH18,102.0537,103.9937,invalide
FR001400FH18,85.2201,86.8401,invalide
FR001400FH18,127.7276,130.1476,invalide
FR001400FH18,95.004,96.804,invalide
FR001400FH18,130.8944,133.3744,invalide
FR001400FH18,92.8928,94.6528,invalide
FR001400FH18,124.5608,126.9208,invalide
FR001400FH18,112.9492,115.0892,invalide
FR001400FL46,99.69,101.69,valide
FR001400FL46,76.7613,78.3013,invalide
FR001400FL46,83.7396,85.4196,invalide
FR001400FL46,97.6962,99.6562,invalide
FR001400FL46,78.7551,80.3351,invalide
FR001400FL46,88.7241,90.5041,invalide
FR001400FL46,76.7613,78.3013,invalide
FR001400FMV9,101.66,102.16,valide
FR001400FMV9,110.8094,111.3544,invalide
FR001400FMV9,92.5106,92.9656,invalide
FR001400FMV9,127.075,127.7,invalide
FR001400FMV9,110.8094,111.3544,invalide
FR001400FMV9,126.0584,126.6784,invalide
FR001400FMV9,108.7762,109.3112,invalide
FR001400FNO2,95.25,96.25,valide
FR001400FNO2,96.2025,97.2125,invalide
FR001400FNO2,100.0125,101.0625,invalide
FR001400FNO2,84.7725,85.6625,invalide
FR001400FNO2,108.585,109.725,invalide
FR001400FNO2,103.8225,104.9125,invalide
FR001400FNO2,114.3,115.5,invalide
FR001400FOD3,107.32,108.32,valide
FR001400FOD3,107.35,108.35,valide
FR001400FOD3,112.686,113.736,invalide
FR001400FOD3,132.0036,133.2336,invalide
FR001400FOD3,96.588,97.488,invalide
FR001400FOD3,122.3448,123.4848,invalide
FR001400FOD3,121.2716,122.4016,invalide
FR001400FOD3,132.0036,133.2336,invalide
FR001400FOD3,122.379,123.519,invalide
FR001400FOD3,128.82,130.02,invalide
FR001400FOD3,132.0405,133.2705,invalide
FR001400FOD3,120.232,121.352,invalide
FR001400FOD3,89.1005,89.9305,invalide
FR001400FOD3,138.4815,139.7715,invalide
FR001400FOK8,98.14,99.14,valide
FR001400FOK8,98.51,99.51,valide
FR001400FOK8,100.1028,101.1228,invalide
FR001400FOK8,126.6006,127.8906,invalide
FR001400FOK8,109.9168,111.0368,invalide
FR001400FOK8,70.6608,71.3808,invalide
FR001400FOK8,79.4934,80.3034,invalide
FR001400FOK8,85.3818,86.2518,invalide
FR001400FOK8,110.3312,111.4512,invalide
FR001400FOK8,109.3461,110.4561,invalide
FR001400FOK8,82.7484,83.5884,invalide
FR001400FOK8,115.2567,116.4267,invalide
FR001400FOK8,123.1375,124.3875,invalide
FR001400FOK8,87.6739,88.5639,invalide
FR001400FQ82,102.88,103.88,valide
FR001400FQ82,102.29,103.29,valide
FR001400FQ82,102.28,103.28,valide
FR001400FQ82,102.27,103.27,valide
FR001400FQ82,76.1312,76.8712,invalide
FR001400FQ82,131.6864,132.9664,invalide
FR001400FQ82,110.0816,111.1516,invalide
FR001400FQ82,114.1968,115.3068,invalide
FR001400FQ82,74.0736,74.7936,invalide
FR001400FQ82,125.5136,126.7336,invalide
FR001400FQ82,87.9694,88.8294,invalide
FR001400FQ82,87.9694,88.8294,invalide
FR001400FQ82,103.3129,104.3229,invalide
FR001400FQ82,79.7862,80.5662,invalide
FR001400FQ82,113.5419,114.6519,invalide
FR001400FQ82,79.7862,80.5662,invalide
FR001400FQ82,118.6448,119.8048,invalide
FR001400FQ82,111.4852,112.5752,invalide
FR001400FQ82,118.6448,119.8048,invalide
FR001400FQ82,79.7784,80.5584,invalide
FR001400FQ82,95.1204,96.0504,invalide
FR001400FQ82,84.8924,85.7224,invalide
FR001400FQ82,124.7694,125.9894,invalide
FR001400FQ82,74.6571,75.3871,invalide
FR001400FQ82,113.5197,114.6297,invalide
FR001400FQ82,127.8375,129.0875,invalide
FR001400FQ82,116.5878,117.7278,invalide
FR001400FQ82,88.9749,89.8449,invalide
FR001400FRJ3,110.91,111.91,valide
FR001400FRJ3,110.96,111.96,valide
FR001400FRJ3,103.1463,104.0763,invalide
FR001400FRJ3,106.4736,107.4336,invalide
FR001400FRJ3,103.1463,104.0763,invalide
FR001400FRJ3,108.6918,109.6718,invalide
FR001400FRJ3,109.8009,110.7909,invalide
FR001400FRJ3,113.1282,114.1482,invalide
FR001400FRJ3,140.9192,142.1892,invalide
FR001400FRJ3,120.9464,122.0364,invalide
FR001400FRJ3,123.1656,124.2756,invalide
FR001400FRJ3,130.9328,132.1128,invalide
FR001400FRJ3,108.7408,109.7208,invalide
FR001400FRJ3,123.1656,124.2756,invalide
FR001400FVI7,91.85,93.85,valide
FR001400FVI7,92.19,94.19,valide
FR001400FVI7,100.1165,102.2965,invalide
FR001400FVI7,67.0505,68.5105,invalide
FR001400FVI7,98.2795,100.4195,invalide
FR001400FVI7,105.6275,107.9275,invalide
FR001400FVI7,76.2355,77.8955,invalide
FR001400FVI7,76.2355,77.8955,invalide
FR001400FVI7,103.2528,105.4928,invalide
FR001400FVI7,71.9082,73.4682,invalide
FR001400FVI7,98.6433,100.7833,invalide
FR001400FVI7,104.1747,106.4347,invalide
FR001400FVI7,66.3768,67.8168,invalide
FR001400FVI7,106.9404,109.2604,invalide
FR001400FZR9,62.68,63.68,valide
FR001400FZR9,62.35,63.35,valide
FR001400FZR9,62.39,63.39,valide
FR001400FZR9,62.35,63.35,valide
FR001400FZR9,77.0964,78.3264,invalide
FR001400FZR9,43.876,44.576,invalide
FR001400FZR9,75.8428,77.0528,invalide
FR001400FZR9,69.5748,70.6848,invalide
FR001400FZR9,47.6368,48.3968,invalide
FR001400FZR9,68.3212,69.4112,invalide
FR001400FZR9,71.7025,72.8525,invalide
FR001400FZR9,69.832,70.952,invalide
FR001400FZR9,56.115,57.015,invalide
FR001400FZR9,74.82,76.02,invalide
FR001400FZR9,62.35,63.35,invalide
FR001400FZR9,69.832,70.952,invalide
FR001400FZR9,46.1686,46.9086,invalide
FR001400FZR9,76.1158,77.3358,invalide
FR001400FZR9,61.7661,62.7561,invalide
FR001400FZR9,54.2793,55.1493,invalide
FR001400FZR9,57.3988,58.3188,invalide
FR001400FZR9,72.3724,73.5324,invalide
FR001400FZR9,76.6905,77.9205,invalide
FR001400FZR9,53.621,54.481,invalide
FR001400FZR9,80.4315,81.7215,invalide
FR001400FZR9,72.326,73.486,invalide
FR001400FZR9,64.844,65.884,invalide
FR001400FZR9,75.4435,76.6535,invalide
FR001400G0X9,93.08,95.08,valide
FR001400G0X9,93.49,95.49,valide
FR001400G0X9,67.9484,69.4084,invalide
FR001400G0X9,69.81,71.31,invalide
FR001400G0X9,105.1804,107.4404,invalide
FR001400G0X9,70.7408,72.2608,invalide
FR001400G0X9,71.6716,73.2116,invalide
FR001400G0X9,110.7652,113.1452,invalide
FR001400G0X9,67.3128,68.7528,invalide
FR001400G0X9,118.7323,121.2723,invalide
FR001400G0X9,118.7323,121.2723,invalide
FR001400G0X9,109.3833,111.7233,invalide
FR001400G0X9,97.2296,99.3096,invalide
FR001400G0X9,86.0108,87.8508,invalide
FR001400G0Y7,99.89,101.89,valide
FR001400G0Y7,100.26,102.26,valide
FR001400G0Y7,89.901,91.701,invalide
FR001400G0Y7,78.9131,80.4931,invalide
FR001400G0Y7,94.8955,96.7955,invalide
FR001400G0Y7,72.9197,74.3797,invalide
FR001400G0Y7,85.9054,87.6254,invalide
FR001400G0Y7,95.8944,97.8144,invalide
FR001400G0Y7,118.3068,120.6668,invalide
FR001400G0Y7,113.2938,115.5538,invalide
FR001400G0Y7,96.2496,98.1696,invalide
FR001400G0Y7,97.2522,99.1922,invalide
FR001400G0Y7,71.1846,72.6046,invalide
FR001400G0Y7,80.208,81.808,invalide
FR001400G396,105.11,106.11,valide
FR001400G396,105.16,106.16,valide
FR001400G396,122.9787,124.1487,invalide
FR001400G396,100.9056,101.8656,invalide
FR001400G396,90.3946,91.2546,invalide
FR001400G396,75.6792,76.3992,invalide
FR001400G396,94.599,95.499,invalide
FR001400G396,107.2122,108.2322,invalide
FR001400G396,91.4892,92.3592,invalide
FR001400G396,92.5408,93.4208,invalide
FR001400G396,92.5408,93.4208,invalide
FR001400G396,130.3984,131.6384,invalide
FR001400G396,120.934,122.084,invalide
FR001400G396,77.8184,78.5584,invalide
FR001400G5Q2,104.54,105.54,valide
FR001400G5Q2,104.67,105.67,valide
FR001400G5Q2,97.2222,98.1522,invalide
FR001400G5Q2,99.313,100.263,invalide
FR001400G5Q2,94.086,94.986,invalide
FR001400G5Q2,134.8566,136.1466,invalide
FR001400G5Q2,102.4492,103.4292,invalide
FR001400G5Q2,75.2688,75.9888,invalide
FR001400G5Q2,133.9776,135.2576,invalide
FR001400G5Q2,84.7827,85.5927,invalide
FR001400G5Q2,106.7634,107.7834,invalide
FR001400G5Q2,124.5573,125.7473,invalide
FR001400G5Q2,133.9776,135.2576,invalide
FR001400G5Q2,129.7908,131.0308,invalide
FR001400GDQ6,98.72,100.72,valide
FR001400GDQ6,125.3744,127.9144,invalide
FR001400GDQ6,92.7968,94.6768,invalide
FR001400GDQ6,100.6944,102.7344,invalide
FR001400GDQ6,127.3488,129.9288,invalide
FR001400GDQ6,127.3488,129.9288,invalide
FR001400GDQ6,108.592,110.792,invalide
FR001400GFZ2,103.23,104.23,valide
FR001400GFZ2,103.22,104.22,valide
FR001400GFZ2,103.21,104.21,valide
FR001400GFZ2,103.23,104.23,invalide
FR001400GFZ2,72.261,72.961,invalide
FR001400GFZ2,76.3902,77.1302,invalide
FR001400GFZ2,106.3269,107.3569,invalide
FR001400GFZ2,120.7791,121.9491,invalide
FR001400GFZ2,134.199,135.499,invalide
FR001400GFZ2,99.0912,100.0512,invalide
FR001400GFZ2,76.3828,77.1228,invalide
FR001400GFZ2,134.186,135.486,invalide
FR001400GFZ2,116.6386,117.7686,invalide
FR001400GFZ2,94.9624,95.8824,invalide
FR001400GFZ2,73.2862,73.9962,invalide
FR001400GFZ2,76.3754,77.1154,invalide
FR001400GFZ2,103.21,104.21,invalide
FR001400GFZ2,81.5359,82.3259,invalide
FR001400GFZ2,94.9532,95.8732,invalide
FR001400GFZ2,104.2421,105.2521,invalide
FR001400GFZ2,106.3063,107.3363,invalide
FR001400GH09,105.03,106.03,valide
FR001400GH09,105.04,106.04,valide
FR001400GH09,78.7725,79.5225,invalide
FR001400GH09,109.2312,110.2712,invalide
FR001400GH09,78.7725,79.5225,invalide
FR001400GH09,98.7282,99.6682,invalide
FR001400GH09,127.0863,128.2963,invalide
FR001400GH09,73.521,74.221,invalide
FR001400GH09,136.552,137.852,invalide
FR001400GH09,81.9312,82.7112,invalide
FR001400GH09,105.04,106.04,invalide
FR001400GH09,118.6952,119.8252,invalide
FR001400GH09,89.284,90.134,invalide
FR001400GH09,77.7296,78.4696,invalide
FR001400GKQ1,106.09,107.09,valide
FR001400GKQ1,106.15,107.15,valide
FR001400GKQ1,117.7599,118.8699,invalide
FR001400GKQ1,130.4907,131.7207,invalide
FR001400GKQ1,116.699,117.799,invalide
FR001400GKQ1,108.2118,109.2318,invalide
FR001400GKQ1,132.6125,133.8625,invalide
FR001400GKQ1,82.7502,83.5302,invalide
FR001400GKQ1,133.749,135.009,invalide
FR001400GKQ1,137.995,139.295,invalide
FR001400GKQ1,85.9815,86.7915,invalide
FR001400GKQ1,112.519,113.579,invalide
FR001400GKQ1,75.3665,76.0765,invalide
FR001400GKQ1,96.5965,97.5065,invalide
FR001400GMJ2,106.74,107.74,valide
FR001400GMJ2,106.76,107.76,valide
FR001400GMJ2,131.2902,132.5202,invalide
FR001400GMJ2,136.6272,137.9072,invalide
FR001400GMJ2,85.392,86.192,invalide
FR001400GMJ2,136.6272,137.9072,invalide
FR001400GMJ2,102.4704,103.4304,invalide
FR001400GMJ2,124.8858,126.0558,invalide
FR001400GMJ2,117.436,118.536,invalide
FR001400GMJ2,80.07,80.82,invalide
FR001400GMJ2,132.3824,133.6224,invalide
FR001400GMJ2,90.746,91.596,invalide
FR001400GMJ2,130.2472,131.4672,invalide
FR001400GMJ2,118.5036,119.6136,invalide
FR001400GNM4,98.15,99.15,valide
FR001400GNM4,98.16,99.16,valide
FR001400GNM4,117.78,118.98,invalide
FR001400GNM4,98.15,99.15,invalide
FR001400GNM4,89.3165,90.2265,invalide
FR001400GNM4,79.5015,80.3115,invalide
FR001400GNM4,77.5385,78.3285,invalide
FR001400GNM4,115.817,116.997,invalide
FR001400GNM4,102.0864,103.1264,invalide
FR001400GNM4,126.6264,127.9164,invalide
FR001400GNM4,92.2704,93.2104,invalide
FR001400GNM4,77.5464,78.3364,invalide
FR001400GNM4,69.6936,70.4036,invalide
FR001400GNM4,85.3992,86.2692,invalide
FR001400GNO0,108.37,109.37,valide
FR001400GNO0,120.2907,121.4007,invalide
FR001400GNO0,88.8634,89.6834,invalide
FR001400GNO0,89.9471,90.7771,invalide
FR001400GNO0,132.2114,133.4314,invalide
FR001400GNO0,84.5286,85.3086,invalide
FR001400GNO0,110.5374,111.5574,invalide
FR001400GNV5,98.03,100.03,valide
FR001400GNV5,98.55,100.55,valide
FR001400GNV5,120.5769,123.0369,invalide
FR001400GNV5,126.4587,129.0387,invalide
FR001400GNV5,79.4043,81.0243,invalide
FR001400GNV5,105.8724,108.0324,invalide
FR001400GNV5,77.4437,79.0237,invalide
FR001400GNV5,115.6754,118.0354,invalide
FR001400GNV5,112.347,114.627,invalide
FR001400GNV5,87.7095,89.4895,invalide
FR001400GNV5,104.463,106.583,invalide
FR001400GNV5,79.8255,81.4455,invalide
FR001400GNV5,103.4775,105.5775,invalide
FR001400GNV5,105.4485,107.5885,invalide
FR001400GNZ6,99.06,100.06,valide
FR001400GNZ6,99.39,100.39,valide
FR001400GNZ6,85.1916,86.0516,invalide
FR001400GNZ6,109.9566,111.0666,invalide
FR001400GNZ6,103.0224,104.0624,invalide
FR001400GNZ6,70.3326,71.0426,invalide
FR001400GNZ6,119.8626,121.0726,invalide
FR001400GNZ6,121.8438,123.0738,invalide
FR001400GNZ6,89.451,90.351,invalide
FR001400GNZ6,73.5486,74.2886,invalide
FR001400GNZ6,121.2558,122.4758,invalide
FR001400GNZ6,123.2436,124.4836,invalide
FR001400GNZ6,79.512,80.312,invalide
FR001400GNZ6,120.2619,121.4719,invalide
FR001400GP09,99.58,101.58,valide
FR001400GP09,76.6766,78.2166,invalide
FR001400GP09,117.5044,119.8644,invalide
FR001400GP09,80.6598,82.2798,invalide
FR001400GP09,89.622,91.422,invalide
FR001400GP09,76.6766,78.2166,invalide
FR001400GP09,73.6892,75.1692,invalide
FR001400GPC0,103.72,105.72,valide
FR001400GPC0,104.16,106.16,valide
FR001400GPC0,128.6128,131.0928,invalide
FR001400GPC0,77.79,79.29,invalide
FR001400GPC0,123.4268,125.8068,invalide
FR001400GPC0,126.5384,128.9784,invalide
FR001400GPC0,122.3896,124.7496,invalide
FR001400GPC0,104.7572,106.7772,invalide
FR001400GPC0,91.6608,93.4208,invalide
FR001400GPC0,110.4096,112.5296,invalide
FR001400GPC0,129.1584,131.6384,invalide
FR001400GPC0,129.1584,131.6384,invalide
FR001400GPC0,94.7856,96.6056,invalide
FR001400GPC0,129.1584,131.6384,invalide
FR001400GQE4,102.26,103.26,valide
FR001400GQE4,112.486,113.586,invalide
FR001400GQE4,72.6046,73.3146,invalide
FR001400GQE4,114.5312,115.6512,invalide
FR001400GQE4,99.1922,100.1622,invalide
FR001400GQE4,108.3956,109.4556,invalide
FR001400GQE4,87.9436,88.8036,invalide
FR001400GRW4,109.47,110.47,valide
FR001400GRW4,109.68,110.68,valide
FR001400GRW4,131.364,132.564,invalide
FR001400GRW4,102.9018,103.8418,invalide
FR001400GRW4,102.9018,103.8418,invalide
FR001400GRW4,120.417,121.517,invalide
FR001400GRW4,103.9965,104.9465,invalide
FR001400GRW4,103.9965,104.9465,invalide
FR001400GRW4,137.1,138.35,invalide
FR001400GRW4,99.8088,100.7188,invalide
FR001400GRW4,78.9696,79.6896,invalide
FR001400GRW4,87.744,88.544,invalide
FR001400GRW4,92.1312,92.9712,invalide
FR001400GRW4,111.8736,112.8936,invalide
FR001400GS06,102.25,103.25,valide
FR001400GS06,102.27,103.27,valide
FR001400GS06,71.575,72.275,invalide
FR001400GS06,84.8675,85.6975,invalide
FR001400GS06,126.79,128.03,invalide
FR001400GS06,110.43,111.51,invalide
FR001400GS06,91.0025,91.8925,invalide
FR001400GS06,121.6775,122.8675,invalide
FR001400GS06,98.1792,99.1392,invalide
FR001400GS06,108.4062,109.4662,invalide
FR001400GS06,92.043,92.943,invalide
FR001400GS06,91.0203,91.9103,invalide
FR001400GS06,99.2019,100.1719,invalide
FR001400GS06,80.7933,81.5833,invalide
FR001400GTJ7,104.24,106.24,valide
FR001400GTJ7,104.79,106.79,valide
FR001400GTJ7,107.3672,109.4272,invalide
FR001400GTJ7,75.0528,76.4928,invalide
FR001400GTJ7,99.028,100.928,invalide
FR001400GTJ7,110.4944,112.6144,invalide
FR001400GTJ7,75.0528,76.4928,invalide
FR001400GTJ7,123.0032,125.3632,invalide
FR001400GTJ7,120.5085,122.8085,invalide
FR001400GTJ7,132.0354,134.5554,invalide
FR001400GTJ7,96.4068,98.2468,invalide
FR001400GTJ7,80.6883,82.2283,invalide
FR001400GTJ7,101.6463,103.5863,invalide
FR001400GTJ7,132.0354,134.5554,invalide
FR001400H493,102.03,103.03,valide
FR001400H493,102.07,103.07,valide
FR001400H493,85.7052,86.5452,invalide
FR001400H493,74.4819,75.2119,invalide
FR001400H493,74.4819,75.2119,invalide
FR001400H493,91.827,92.727,invalide
FR001400H493,84.6849,85.5149,invalide
FR001400H493,89.7864,90.6664,invalide
FR001400H493,112.277,113.377,invalide
FR001400H493,108.1942,109.2542,invalide
FR001400H493,94.9251,95.8551,invalide
FR001400H493,75.5318,76.2718,invalide
FR001400H493,120.4426,121.6226,invalide
FR001400H493,117.3805,118.5305,invalide
FR001400H4X0,116.16,117.16,valide
FR001400H4X0,110.352,111.302,invalide
FR001400H4X0,149.8464,151.1364,invalide
FR001400H4X0,135.9072,137.0772,invalide
FR001400H4X0,101.0592,101.9292,invalide
FR001400H4X0,121.968,123.018,invalide
FR001400H4X0,147.5232,148.7932,invalide
FR001400HAA4,91.4,93.4,valide
FR001400HAA4,91.78,93.78,valide
FR001400HAA4,68.55,70.05,invalide
FR001400HAA4,95.97,98.07,invalide
FR001400HAA4,69.464,70.984,invalide
FR001400HAA4,113.336,115.816,invalide
FR001400HAA4,67.636,69.116,invalide
FR001400HAA4,84.088,85.928,invalide
FR001400HAA4,100.958,103.158,invalide
FR001400HAA4,109.2182,111.5982,invalide
FR001400HAA4,73.424,75.024,invalide
FR001400HAA4,119.314,121.914,invalide
FR001400HAA4,70.6706,72.2106,invalide
FR001400HAA4,106.4648,108.7848,invalide
FR001400HAB2,103.58,104.58,valide
FR001400HAB2,103.63,104.63,valide
FR001400HAB2,105.6516,106.6716,invalide
FR001400HAB2,118.0812,119.2212,invalide
FR001400HAB2,95.2936,96.2136,invalide
FR001400HAB2,106.6874,107.7174,invalide
FR001400HAB2,106.6874,107.7174,invalide
FR001400HAB2,125.3318,126.5418,invalide
FR001400HAB2,102.5937,103.5837,invalide
FR001400HAB2,110.8841,111.9541,invalide
FR001400HAB2,78.7588,79.5188,invalide
FR001400HAB2,93.267,94.167,invalide
FR001400HAB2,128.5012,129.7412,invalide
FR001400HAB2,122.2834,123.4634,invalide
FR001400HBY2,108.57,110.57,valide
